repo,user_id,year,office,organization_role
synthetic_repo_074,synthetic_user_0267,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_074,synthetic_user_0368,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_074,synthetic_user_0509,2020,ASCR Leadership Computing Challenge,OTHER
synthetic_repo_074,synthetic_user_0560,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_074,synthetic_user_0637,2020,ASCR Leadership Computing Challenge,GRADUATE
synthetic_repo_074,synthetic_user_0725,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_074,synthetic_user_0832,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_074,synthetic_user_1051,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_074,synthetic_user_1139,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_074,synthetic_user_1182,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_075,synthetic_user_0037,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_075,synthetic_user_0074,2020,ASCR Leadership Computing Challenge,GRADUATE
synthetic_repo_075,synthetic_user_0108,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_075,synthetic_user_0113,2020,ASCR Leadership Computing Challenge,FACULTY
synthetic_repo_075,synthetic_user_0114,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_075,synthetic_user_0129,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_075,synthetic_user_0287,2020,ASCR Leadership Computing Challenge,OTHER
synthetic_repo_075,synthetic_user_0394,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_075,synthetic_user_0456,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_075,synthetic_user_0566,2020,ASCR Leadership Computing Challenge,UNDRGRAD
synthetic_repo_075,synthetic_user_0744,2020,ASCR Leadership Computing Challenge,UNDRGRAD
synthetic_repo_075,synthetic_user_1154,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_076,synthetic_user_0108,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_076,synthetic_user_0114,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_076,synthetic_user_0218,2020,ASCR Leadership Computing Challenge,FACULTY
synthetic_repo_076,synthetic_user_0267,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_076,synthetic_user_0312,2020,ASCR Leadership Computing Challenge,FACULTY
synthetic_repo_076,synthetic_user_0368,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_076,synthetic_user_0498,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_076,synthetic_user_0515,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_076,synthetic_user_0560,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_076,synthetic_user_0741,2020,ASCR Leadership Computing Challenge,GRADUATE
synthetic_repo_076,synthetic_user_0744,2020,ASCR Leadership Computing Challenge,UNDRGRAD
synthetic_repo_076,synthetic_user_1000,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_076,synthetic_user_1072,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_076,synthetic_user_1139,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_076,synthetic_user_1182,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_079,synthetic_user_0063,2020,ASCR Leadership Computing Challenge,FACULTY
synthetic_repo_079,synthetic_user_0108,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_079,synthetic_user_0113,2020,ASCR Leadership Computing Challenge,FACULTY
synthetic_repo_079,synthetic_user_0114,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_079,synthetic_user_0175,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_079,synthetic_user_0218,2020,ASCR Leadership Computing Challenge,FACULTY
synthetic_repo_079,synthetic_user_0230,2020,ASCR Leadership Computing Challenge,UNDRGRAD
synthetic_repo_079,synthetic_user_0250,2020,ASCR Leadership Computing Challenge,GRADUATE
synthetic_repo_079,synthetic_user_0264,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_079,synthetic_user_0267,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_079,synthetic_user_0273,2020,ASCR Leadership Computing Challenge,FACULTY
synthetic_repo_079,synthetic_user_0287,2020,ASCR Leadership Computing Challenge,OTHER
synthetic_repo_079,synthetic_user_0312,2020,ASCR Leadership Computing Challenge,FACULTY
synthetic_repo_079,synthetic_user_0359,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_079,synthetic_user_0360,2020,ASCR Leadership Computing Challenge,FACULTY
synthetic_repo_079,synthetic_user_0368,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_079,synthetic_user_0394,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_079,synthetic_user_0455,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_079,synthetic_user_0481,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_079,synthetic_user_0498,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_079,synthetic_user_0508,2020,ASCR Leadership Computing Challenge,FACULTY
synthetic_repo_079,synthetic_user_0515,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_079,synthetic_user_0560,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_079,synthetic_user_0568,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_079,synthetic_user_0597,2020,ASCR Leadership Computing Challenge,OTHER
synthetic_repo_079,synthetic_user_0601,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_079,synthetic_user_0637,2020,ASCR Leadership Computing Challenge,GRADUATE
synthetic_repo_079,synthetic_user_0675,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_079,synthetic_user_0693,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_079,synthetic_user_0724,2020,ASCR Leadership Computing Challenge,UNDRGRAD
synthetic_repo_079,synthetic_user_0741,2020,ASCR Leadership Computing Challenge,GRADUATE
synthetic_repo_079,synthetic_user_0744,2020,ASCR Leadership Computing Challenge,UNDRGRAD
synthetic_repo_079,synthetic_user_0746,2020,ASCR Leadership Computing Challenge,FACULTY
synthetic_repo_079,synthetic_user_0832,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_079,synthetic_user_0874,2020,ASCR Leadership Computing Challenge,NONE
synthetic_repo_079,synthetic_user_0875,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_079,synthetic_user_0955,2020,ASCR Leadership Computing Challenge,FACULTY
synthetic_repo_079,synthetic_user_1000,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_079,synthetic_user_1025,2020,ASCR Leadership Computing Challenge,OTHER
synthetic_repo_079,synthetic_user_1031,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_079,synthetic_user_1051,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_repo_079,synthetic_user_1054,2020,ASCR Leadership Computing Challenge,FACULTY
synthetic_repo_079,synthetic_user_1140,2020,ASCR Leadership Computing Challenge,OTHER
synthetic_repo_079,synthetic_user_1149,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_repo_079,synthetic_user_1174,2020,ASCR Leadership Computing Challenge,SCIENTST
synthetic_repo_079,synthetic_user_1182,2020,ASCR Leadership Computing Challenge,POSTDOC
synthetic_singleton_repo_01,synthetic_user_1193,2020,Basic Energy Sciences,SCIENTST
synthetic_singleton_repo_08,synthetic_user_1200,2020,ASCR Leadership Computing Challenge,PROSTAFF
synthetic_micro_repo_005,synthetic_user_0436,2021,Basic Energy Sciences,FACULTY
synthetic_micro_repo_005,synthetic_user_1141,2021,Basic Energy Sciences,UNDRGRAD
synthetic_micro_repo_014,synthetic_user_0060,2021,High Energy Physics,PROSTAFF
synthetic_micro_repo_014,synthetic_user_0317,2021,High Energy Physics,SCIENTST
synthetic_micro_repo_015,synthetic_user_0058,2021,High Energy Physics,GRADUATE
synthetic_micro_repo_015,synthetic_user_0371,2021,High Energy Physics,FACULTY
synthetic_micro_repo_022,synthetic_user_0485,2021,NERSC Directors Reserve,POSTDOC
synthetic_micro_repo_022,synthetic_user_0791,2021,NERSC Directors Reserve,POSTDOC
synthetic_micro_repo_022,synthetic_user_0943,2021,NERSC Directors Reserve,PROSTAFF
synthetic_micro_repo_030,synthetic_user_0518,2021,Biological and Environmental Research,GRADUATE
synthetic_micro_repo_030,synthetic_user_0548,2021,Biological and Environmental Research,FACULTY
synthetic_micro_repo_035,synthetic_user_0180,2021,Advanced Scientific Computing Research,POSTDOC
synthetic_micro_repo_035,synthetic_user_0636,2021,Advanced Scientific Computing Research,SCIENTST
synthetic_micro_repo_044,synthetic_user_0514,2021,Fusion Energy Sciences,UNDRGRAD
synthetic_micro_repo_044,synthetic_user_0961,2021,Fusion Energy Sciences,FACULTY
synthetic_micro_repo_050,synthetic_user_0796,2021,Nuclear Physics,PROSTAFF
synthetic_micro_repo_050,synthetic_user_1173,2021,Nuclear Physics,FACULTY
synthetic_micro_repo_051,synthetic_user_0580,2021,Nuclear Physics,UNDRGRAD
synthetic_micro_repo_051,synthetic_user_1045,2021,Nuclear Physics,UNDRGRAD
synthetic_micro_repo_058,synthetic_user_0171,2021,ASCR Leadership Computing Challenge,UNDRGRAD
synthetic_micro_repo_058,synthetic_user_0366,2021,ASCR Leadership Computing Challenge,GRADUATE
synthetic_repo_001,synthetic_user_0016,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_001,synthetic_user_0205,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_001,synthetic_user_0672,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_001,synthetic_user_1018,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_001,synthetic_user_1131,2021,Basic Energy Sciences,OTHER
synthetic_repo_002,synthetic_user_0438,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_002,synthetic_user_0451,2021,Basic Energy Sciences,OTHER
synthetic_repo_002,synthetic_user_0463,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_002,synthetic_user_0764,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_002,synthetic_user_0810,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_002,synthetic_user_1016,2021,Basic Energy Sciences,FACULTY
synthetic_repo_002,synthetic_user_1017,2021,Basic Energy Sciences,FACULTY
synthetic_repo_002,synthetic_user_1018,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_002,synthetic_user_1032,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_004,synthetic_user_0015,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_004,synthetic_user_0059,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_004,synthetic_user_0160,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_004,synthetic_user_0280,2021,Basic Energy Sciences,FACULTY
synthetic_repo_004,synthetic_user_0337,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_004,synthetic_user_0621,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_004,synthetic_user_0640,2021,Basic Energy Sciences,NONE
synthetic_repo_004,synthetic_user_0783,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_004,synthetic_user_0810,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_004,synthetic_user_0864,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_004,synthetic_user_1147,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_005,synthetic_user_0016,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_005,synthetic_user_0148,2021,Basic Energy Sciences,FACULTY
synthetic_repo_005,synthetic_user_0438,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_005,synthetic_user_0463,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_005,synthetic_user_0520,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_005,synthetic_user_0781,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_005,synthetic_user_0784,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_005,synthetic_user_0905,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_005,synthetic_user_0920,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_005,synthetic_user_0922,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_005,synthetic_user_1032,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_005,synthetic_user_1044,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_005,synthetic_user_1051,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_005,synthetic_user_1059,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_006,synthetic_user_0067,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_006,synthetic_user_0205,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_006,synthetic_user_0213,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_006,synthetic_user_0379,2021,Basic Energy Sciences,FACULTY
synthetic_repo_006,synthetic_user_0404,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_006,synthetic_user_0437,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_006,synthetic_user_0438,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_006,synthetic_user_0520,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_006,synthetic_user_0640,2021,Basic Energy Sciences,NONE
synthetic_repo_006,synthetic_user_0822,2021,Basic Energy Sciences,FACULTY
synthetic_repo_006,synthetic_user_0864,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_006,synthetic_user_0920,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_006,synthetic_user_0922,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_006,synthetic_user_1016,2021,Basic Energy Sciences,FACULTY
synthetic_repo_006,synthetic_user_1017,2021,Basic Energy Sciences,FACULTY
synthetic_repo_006,synthetic_user_1018,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_006,synthetic_user_1032,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_006,synthetic_user_1128,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_006,synthetic_user_1147,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_006,synthetic_user_1178,2021,Basic Energy Sciences,FACULTY
synthetic_repo_007,synthetic_user_0011,2021,Basic Energy Sciences,NONE
synthetic_repo_007,synthetic_user_0061,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_007,synthetic_user_0148,2021,Basic Energy Sciences,FACULTY
synthetic_repo_007,synthetic_user_0213,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_007,synthetic_user_0322,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_007,synthetic_user_0451,2021,Basic Energy Sciences,OTHER
synthetic_repo_007,synthetic_user_0544,2021,Basic Energy Sciences,OTHER
synthetic_repo_007,synthetic_user_0590,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_007,synthetic_user_0621,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_007,synthetic_user_0640,2021,Basic Energy Sciences,NONE
synthetic_repo_007,synthetic_user_0810,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_007,synthetic_user_0820,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_007,synthetic_user_0864,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_007,synthetic_user_0905,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_007,synthetic_user_1051,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_007,synthetic_user_1147,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_007,synthetic_user_1178,2021,Basic Energy Sciences,FACULTY
synthetic_repo_007,synthetic_user_1179,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_007,synthetic_user_1186,2021,Basic Energy Sciences,FACULTY
synthetic_repo_009,synthetic_user_0015,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_009,synthetic_user_0016,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_009,synthetic_user_0032,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_009,synthetic_user_0035,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_009,synthetic_user_0104,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_009,synthetic_user_0121,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_009,synthetic_user_0148,2021,Basic Energy Sciences,FACULTY
synthetic_repo_009,synthetic_user_0160,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_009,synthetic_user_0205,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_009,synthetic_user_0280,2021,Basic Energy Sciences,FACULTY
synthetic_repo_009,synthetic_user_0285,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_009,synthetic_user_0321,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_009,synthetic_user_0401,2021,Basic Energy Sciences,OTHER
synthetic_repo_009,synthetic_user_0404,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_009,synthetic_user_0437,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_009,synthetic_user_0438,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_009,synthetic_user_0448,2021,Basic Energy Sciences,OTHER
synthetic_repo_009,synthetic_user_0451,2021,Basic Energy Sciences,OTHER
synthetic_repo_009,synthetic_user_0480,2021,Basic Energy Sciences,FACULTY
synthetic_repo_009,synthetic_user_0520,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_009,synthetic_user_0590,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_009,synthetic_user_0621,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_009,synthetic_user_0640,2021,Basic Energy Sciences,NONE
synthetic_repo_009,synthetic_user_0671,2021,Basic Energy Sciences,FACULTY
synthetic_repo_009,synthetic_user_0672,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_009,synthetic_user_0673,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_009,synthetic_user_0784,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_009,synthetic_user_0810,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_009,synthetic_user_0822,2021,Basic Energy Sciences,FACULTY
synthetic_repo_009,synthetic_user_0862,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_009,synthetic_user_0864,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_009,synthetic_user_0920,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_009,synthetic_user_0959,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_009,synthetic_user_1018,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_009,synthetic_user_1032,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_009,synthetic_user_1051,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_009,synthetic_user_1059,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_009,synthetic_user_1119,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_009,synthetic_user_1131,2021,Basic Energy Sciences,OTHER
synthetic_repo_009,synthetic_user_1147,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_010,synthetic_user_0005,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_010,synthetic_user_0011,2021,Basic Energy Sciences,NONE
synthetic_repo_010,synthetic_user_0015,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_010,synthetic_user_0040,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_010,synthetic_user_0100,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_010,synthetic_user_0148,2021,Basic Energy Sciences,FACULTY
synthetic_repo_010,synthetic_user_0160,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_010,synthetic_user_0177,2021,Basic Energy Sciences,OTHER
synthetic_repo_010,synthetic_user_0205,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_010,synthetic_user_0213,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_010,synthetic_user_0237,2021,Basic Energy Sciences,NONE
synthetic_repo_010,synthetic_user_0280,2021,Basic Energy Sciences,FACULTY
synthetic_repo_010,synthetic_user_0294,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_010,synthetic_user_0322,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_010,synthetic_user_0362,2021,Basic Energy Sciences,FACULTY
synthetic_repo_010,synthetic_user_0398,2021,Basic Energy Sciences,OTHER
synthetic_repo_010,synthetic_user_0408,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_010,synthetic_user_0437,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_010,synthetic_user_0438,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_010,synthetic_user_0451,2021,Basic Energy Sciences,OTHER
synthetic_repo_010,synthetic_user_0456,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_010,synthetic_user_0520,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_010,synthetic_user_0544,2021,Basic Energy Sciences,OTHER
synthetic_repo_010,synthetic_user_0547,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_010,synthetic_user_0555,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_010,synthetic_user_0621,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_010,synthetic_user_0640,2021,Basic Energy Sciences,NONE
synthetic_repo_010,synthetic_user_0672,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_010,synthetic_user_0709,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_010,synthetic_user_0732,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_010,synthetic_user_0764,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_010,synthetic_user_0781,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_010,synthetic_user_0784,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_010,synthetic_user_0810,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_010,synthetic_user_0822,2021,Basic Energy Sciences,FACULTY
synthetic_repo_010,synthetic_user_0827,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_010,synthetic_user_0831,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_010,synthetic_user_0862,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_010,synthetic_user_0864,2021,Basic Energy Sciences,POSTDOC
synthetic_repo_010,synthetic_user_0890,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_010,synthetic_user_0905,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_010,synthetic_user_0959,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_010,synthetic_user_0978,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_010,synthetic_user_1018,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_010,synthetic_user_1032,2021,Basic Energy Sciences,GRADUATE
synthetic_repo_010,synthetic_user_1051,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_010,synthetic_user_1097,2021,Basic Energy Sciences,PROSTAFF
synthetic_repo_010,synthetic_user_1128,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_010,synthetic_user_1137,2021,Basic Energy Sciences,UNDRGRAD
synthetic_repo_010,synthetic_user_1147,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_010,synthetic_user_1178,2021,Basic Energy Sciences,FACULTY
synthetic_repo_010,synthetic_user_1179,2021,Basic Energy Sciences,SCIENTST
synthetic_repo_010,synthetic_user_1186,2021,Basic Energy Sciences,FACULTY
synthetic_repo_011,synthetic_user_0167,2021,High Energy Physics,NONE
synthetic_repo_011,synthetic_user_0457,2021,High Energy Physics,FACULTY
synthetic_repo_011,synthetic_user_0665,2021,High Energy Physics,GRADUATE
synthetic_repo_011,synthetic_user_0713,2021,High Energy Physics,OTHER
synthetic_repo_011,synthetic_user_0915,2021,High Energy Physics,POSTDOC
synthetic_repo_012,synthetic_user_0151,2021,High Energy Physics,PROSTAFF
synthetic_repo_012,synthetic_user_0445,2021,High Energy Physics,GRADUATE
synthetic_repo_012,synthetic_user_0450,2021,High Energy Physics,FACULTY
synthetic_repo_012,synthetic_user_0457,2021,High Energy Physics,FACULTY
synthetic_repo_012,synthetic_user_0475,2021,High Energy Physics,GRADUATE
synthetic_repo_012,synthetic_user_1114,2021,High Energy Physics,POSTDOC
synthetic_repo_012,synthetic_user_1137,2021,High Energy Physics,UNDRGRAD
synthetic_repo_014,synthetic_user_0067,2021,High Energy Physics,POSTDOC
synthetic_repo_014,synthetic_user_0101,2021,High Energy Physics,PROSTAFF
synthetic_repo_014,synthetic_user_0283,2021,High Energy Physics,SCIENTST
synthetic_repo_014,synthetic_user_0347,2021,High Energy Physics,GRADUATE
synthetic_repo_014,synthetic_user_0390,2021,High Energy Physics,GRADUATE
synthetic_repo_014,synthetic_user_0442,2021,High Energy Physics,GRADUATE
synthetic_repo_014,synthetic_user_0450,2021,High Energy Physics,FACULTY
synthetic_repo_014,synthetic_user_0713,2021,High Energy Physics,OTHER
synthetic_repo_014,synthetic_user_0915,2021,High Energy Physics,POSTDOC
synthetic_repo_014,synthetic_user_0962,2021,High Energy Physics,FACULTY
synthetic_repo_014,synthetic_user_1171,2021,High Energy Physics,SCIENTST
synthetic_repo_015,synthetic_user_0167,2021,High Energy Physics,NONE
synthetic_repo_015,synthetic_user_0203,2021,High Energy Physics,SCIENTST
synthetic_repo_015,synthetic_user_0255,2021,High Energy Physics,SCIENTST
synthetic_repo_015,synthetic_user_0347,2021,High Energy Physics,GRADUATE
synthetic_repo_015,synthetic_user_0380,2021,High Energy Physics,POSTDOC
synthetic_repo_015,synthetic_user_0445,2021,High Energy Physics,GRADUATE
synthetic_repo_015,synthetic_user_0450,2021,High Energy Physics,FACULTY
synthetic_repo_015,synthetic_user_0529,2021,High Energy Physics,POSTDOC
synthetic_repo_015,synthetic_user_0649,2021,High Energy Physics,FACULTY
synthetic_repo_015,synthetic_user_0872,2021,High Energy Physics,POSTDOC
synthetic_repo_015,synthetic_user_0915,2021,High Energy Physics,POSTDOC
synthetic_repo_015,synthetic_user_0933,2021,High Energy Physics,GRADUATE
synthetic_repo_015,synthetic_user_0983,2021,High Energy Physics,GRADUATE
synthetic_repo_015,synthetic_user_1039,2021,High Energy Physics,POSTDOC
synthetic_repo_016,synthetic_user_0067,2021,High Energy Physics,POSTDOC
synthetic_repo_016,synthetic_user_0154,2021,High Energy Physics,SCIENTST
synthetic_repo_016,synthetic_user_0162,2021,High Energy Physics,PROSTAFF
synthetic_repo_016,synthetic_user_0167,2021,High Energy Physics,NONE
synthetic_repo_016,synthetic_user_0176,2021,High Energy Physics,OTHER
synthetic_repo_016,synthetic_user_0255,2021,High Energy Physics,SCIENTST
synthetic_repo_016,synthetic_user_0279,2021,High Energy Physics,GRADUATE
synthetic_repo_016,synthetic_user_0422,2021,High Energy Physics,GRADUATE
synthetic_repo_016,synthetic_user_0430,2021,High Energy Physics,FACULTY
synthetic_repo_016,synthetic_user_0450,2021,High Energy Physics,FACULTY
synthetic_repo_016,synthetic_user_0521,2021,High Energy Physics,PROSTAFF
synthetic_repo_016,synthetic_user_0529,2021,High Energy Physics,POSTDOC
synthetic_repo_016,synthetic_user_0635,2021,High Energy Physics,PROSTAFF
synthetic_repo_016,synthetic_user_0642,2021,High Energy Physics,SCIENTST
synthetic_repo_016,synthetic_user_0665,2021,High Energy Physics,GRADUATE
synthetic_repo_016,synthetic_user_0800,2021,High Energy Physics,GRADUATE
synthetic_repo_016,synthetic_user_0872,2021,High Energy Physics,POSTDOC
synthetic_repo_016,synthetic_user_0912,2021,High Energy Physics,OTHER
synthetic_repo_016,synthetic_user_0915,2021,High Energy Physics,POSTDOC
